index,aweme_id,desc,author_nickname,author_sec_uid,create_time,digg_count,comment_count,share_count,play_count,url
81,7297954356815482153,亚比开箱｜是什么国产让我觉得如此带劲～#开箱 #电子榨菜 #不被定义的才是风格 #OGR #好鞋推荐 @抖音潮流运动咖,饭王Acrylic,MS4wLjABAAAAlpEbfSYuMZObVVyT5IzMtT6oshFmYm1EtFTOzmBMjRju1lzIap4ARu07xN3JhWNf,2023-11-05T12:30:16.000Z,3533,174,187,0,https://www.douyin.com/video/7297954356815482153
82,7553208143363837210,《OTP》-歪吉/金羽銳 已上线☁️～#说唱 #ukgarage #jerseyclub  #Jindiyo  #歪吉,金羽銳Jindiyo,MS4wLjABAAAAde36_hL5LpIze_QVnm6O9bDeCBzbBHMQds7s7mfyt20,2025-09-23T09:05:17.000Z,466,37,22,0,https://www.douyin.com/video/7553208143363837210
83,7582149845473856783,他是DJ曲库绕不开的男人，一首歌统治整个夜店 #TYGA巡演上海站定档26年情人节 #rap #hiphop #说唱,OnTrack,MS4wLjABAAAARXSIe8-8uuEtgUGQGSdORI0ijUuUZTEohCm7q7Bdo52sCgGXIbhicBRso953u53P,2025-12-10T08:54:00.000Z,6632,160,546,0,https://www.douyin.com/video/7582149845473856783
84,7566984890537911266,"PALIPALI  
#顽童MJ116OGS演唱会#瘦子eso#顽童MJ116太原演唱会",瘦子E.SO,MS4wLjABAAAAvvQv2MI3cZFHDK6247p-Xa3Opx3ecUlypAkNsyNwJrCTa_xIkMl_pLninAH_u9Ld,2025-10-30T12:06:07.000Z,59165,595,6168,0,https://www.douyin.com/video/7566984890537911266
85,7647915947441027257,#SSR #故意没接 #sagi编舞 #原创编舞 #抖音潮流舞蹈大赛,O-DOG编舞师-Sagi,MS4wLjABAAAArLwaLDjI5gKJmBeJIqXurn5STF4VjPREAZZv3cO8shk,2026-06-07T09:30:00.000Z,50,2,1,0,https://www.douyin.com/video/7647915947441027257
86,7464190483833654564,一起来看看 网传的 说唱梦工厂第二季导师/嘉宾 到底有多夸张 #说唱 #说唱梦工厂 #中国新说唱 #hiphop,张正不信邪,MS4wLjABAAAA6qITsT7tMZMgfqll_2RSbN2f_5LCT88R_HYfrsdYLjvVSd3rSSSJahga9rLxTW_2,2025-01-26T11:51:48.000Z,16355,547,1662,0,https://www.douyin.com/video/7464190483833654564
87,7624033891624362993,就算全世界只剩下我和你 #OGThree #说唱 #每日说唱推荐,OG Three,MS4wLjABAAAAYQuLtbYzD7dAyoPgoDTKw9-Aty4L_fZKckfAEsOKNBP4re9pFufR4dBIlNjPq1jI,2026-04-02T05:45:19.000Z,88,4,1,0,https://www.douyin.com/video/7624033891624362993
88,7553208143363837210,《OTP》-歪吉/金羽銳 已上线☁️～#说唱 #ukgarage #jerseyclub  #Jindiyo  #歪吉,金羽銳Jindiyo,MS4wLjABAAAAde36_hL5LpIze_QVnm6O9bDeCBzbBHMQds7s7mfyt20,2025-09-23T09:05:17.000Z,466,37,22,0,https://www.douyin.com/video/7553208143363837210
89,7647915947441027257,#SSR #故意没接 #sagi编舞 #原创编舞 #抖音潮流舞蹈大赛,O-DOG编舞师-Sagi,MS4wLjABAAAArLwaLDjI5gKJmBeJIqXurn5STF4VjPREAZZv3cO8shk,2026-06-07T09:30:00.000Z,50,2,1,0,https://www.douyin.com/video/7647915947441027257
90,7398119275120086306,饭前六分钟，饭后乐呵呵 肥猫斗小强之台湾食神#童年动漫,啥嘟剪,MS4wLjABAAAAYBPfYDO4wHJo2LBe8PYJMV6dFKzc0sTJQTAVcfhtgn8,2024-08-01T10:41:22.000Z,118,2,58,0,https://www.douyin.com/video/7398119275120086306
91,7582149845473856783,他是DJ曲库绕不开的男人，一首歌统治整个夜店 #TYGA巡演上海站定档26年情人节 #rap #hiphop #说唱,OnTrack,MS4wLjABAAAARXSIe8-8uuEtgUGQGSdORI0ijUuUZTEohCm7q7Bdo52sCgGXIbhicBRso953u53P,2025-12-10T08:54:00.000Z,6632,160,546,0,https://www.douyin.com/video/7582149845473856783
92,7624033891624362993,就算全世界只剩下我和你 #OGThree #说唱 #每日说唱推荐,OG Three,MS4wLjABAAAAYQuLtbYzD7dAyoPgoDTKw9-Aty4L_fZKckfAEsOKNBP4re9pFufR4dBIlNjPq1jI,2026-04-02T05:45:19.000Z,88,4,1,0,https://www.douyin.com/video/7624033891624362993
93,7566984890537911266,"PALIPALI  
#顽童MJ116OGS演唱会#瘦子eso#顽童MJ116太原演唱会",瘦子E.SO,MS4wLjABAAAAvvQv2MI3cZFHDK6247p-Xa3Opx3ecUlypAkNsyNwJrCTa_xIkMl_pLninAH_u9Ld,2025-10-30T12:06:07.000Z,59165,595,6168,0,https://www.douyin.com/video/7566984890537911266
94,7655256130938998022,“if you wanna go just take me” #原创音乐 #旋律说唱 #udg,Konelevenkids,MS4wLjABAAAAdR4j0huWI2nN1OzYJEPiQ3vz0AE18lPJr8Mu6CqEsMCcUEmTzWzYlo9mbk9WeZPb,2026-06-25T11:30:00.000Z,443,24,23,0,https://www.douyin.com/video/7655256130938998022
95,7483782529107954996,"OG老大哥对球鞋的热爱依旧不减 跟大哥情意绵绵两个小时 顺利割爱十双鞋
#球鞋 #中古球鞋 #卷毛的收鞋日常",卷毛奢潮球鞋回收,MS4wLjABAAAAUd9WjkUIYVuidOo7e_Q1InfP6u7Wfv4OVvjvSky6uSkMtgJ7Ewn_EkMmK8ttrD_y,2025-03-20T06:58:48.000Z,258,23,13,0,https://www.douyin.com/video/7483782529107954996
96,7292436284671348009,唯一赛点队OG，3v3不敌NRG，DF痛失24万美金#apex #APEX英雄 #派派晚自习,奥莉安娜的微笑,MS4wLjABAAAA-iDSBbYyqjSz_PEbCAuIEpLL77lzySZ9N87NZhnb_JcbNSnzFk9bnnLXDwGtYdor,2023-10-23T02:00:00.000Z,147,10,7,0,https://www.douyin.com/video/7292436284671348009
